question_id,compressed_tags
4331,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4332,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4333,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4334,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4335,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4336,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4337,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4338,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4339,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4340,[ -4.7668605  -1.8732464 -10.946011   10.407377 ]
4341,[ -4.7668605  -1.8732464 -10.946011   10.407377 ]
4342,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4343,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4344,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4345,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4346,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4347,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4348,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4349,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4350,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4351,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4352,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4353,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4354,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4355,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4356,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4357,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4358,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4359,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4360,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4361,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4362,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4363,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4364,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4365,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4366,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4367,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4368,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4369,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4370,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4371,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4372,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4373,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4374,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4375,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4376,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4377,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4378,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4379,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4380,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4381,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4382,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4383,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4384,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4385,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4386,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4387,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4388,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
4389,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4390,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4391,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4392,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4393,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4394,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4395,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4396,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4397,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4398,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4399,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4400,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4401,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4402,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4403,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4404,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4405,[  1.1560076  -9.379333  -15.445025   17.746662 ]
4406,[  1.1560076  -9.379333  -15.445025   17.746662 ]
4407,[  5.420271 -12.757604 -14.899182  16.095007]
4408,[  5.420271 -12.757604 -14.899182  16.095007]
4409,[-4.3653197  2.2251422 -6.158037   8.979199 ]
4410,[-4.3653197  2.2251422 -6.158037   8.979199 ]
4411,[  5.420271 -12.757604 -14.899182  16.095007]
4412,[  3.428517   -2.4491804 -10.168976   17.655163 ]
4413,[-4.3653197  2.2251422 -6.158037   8.979199 ]
4414,[ -2.9575143  -5.1816273 -11.884231   17.349606 ]
4415,[-4.3653197  2.2251422 -6.158037   8.979199 ]
4416,[-1.2377862   0.06485161 -6.2465096   7.7582126 ]
4417,[ -0.6781827  -0.948161  -16.430569   17.379158 ]
4418,[ -0.6781827  -0.948161  -16.430569   17.379158 ]
4419,[ -0.6781827  -0.948161  -16.430569   17.379158 ]
4420,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
4421,[-1.5830405 -1.7436498 -9.920728  18.586905 ]
4422,[ 7.939931 -1.646586 -6.656557 13.075308]
4423,[ 7.939931 -1.646586 -6.656557 13.075308]
4424,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
4425,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
4426,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
4427,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
4428,[  4.748852  -6.015828 -14.0706     9.298973]
4429,[  4.748852  -6.015828 -14.0706     9.298973]
4430,[-8.579489   2.3254158 -9.707349   7.0578976]
4431,[-8.579489   2.3254158 -9.707349   7.0578976]
4432,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
4433,[ -8.938825    -0.06994626 -13.218215    10.502257  ]
4434,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
4435,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
4436,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
4437,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
4438,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4439,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4440,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4441,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4442,[ 4.0495796 -3.6529553 -2.7104058 12.521364 ]
4443,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4444,[-5.2747884  5.678006  -9.009404  16.215416 ]
4445,[ 4.0495796 -3.6529553 -2.7104058 12.521364 ]
4446,[ -1.2888736  -1.5246786 -15.706625   10.960189 ]
4447,[ -1.2888736  -1.5246786 -15.706625   10.960189 ]
4448,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
4449,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
4450,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
4451,[ -2.3532498  -4.840944  -13.718849    5.1366816]
4452,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
4453,[ -2.3532498  -4.840944  -13.718849    5.1366816]
4454,[ -2.3532498  -4.840944  -13.718849    5.1366816]
4455,[ -2.3532498  -4.840944  -13.718849    5.1366816]
4456,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
4457,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
4458,[  4.3893986  -6.420666  -14.581098   12.943837 ]
4459,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
4460,[  3.7661018 -12.135404  -11.054521    8.422123 ]
4461,[-7.069173   1.7219808 -3.794051  11.688458 ]
4462,[ -0.501781   4.944282 -11.080901  14.511455]
4463,[  7.2718873 -11.349173   -9.064242   13.568281 ]
4464,[ 0.2467605 -4.8618293 -6.4171915 15.561402 ]
4465,[  1.200168   -4.010036  -18.2701      7.4810634]
4466,[  1.200168   -4.010036  -18.2701      7.4810634]
4467,[-2.9329672 -2.7978199 -5.0399065  6.063674 ]
4468,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4469,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4470,[ -8.287116    -0.11937818 -10.794919    16.037415  ]
4471,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4472,[  4.8782825  -3.0000017 -18.413128   16.187452 ]
4473,[  4.8782825  -3.0000017 -18.413128   16.187452 ]
4474,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
4475,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
4476,[-1.3542719  1.0094748 -9.268804  22.691128 ]
4477,[ 7.6145496 -5.626086  -9.960674  16.919626 ]
4478,[ 0.61557895 -0.319351   -3.0931904   8.947162  ]
4479,[ 0.61557895 -0.319351   -3.0931904   8.947162  ]
4480,[ 0.61557895 -0.319351   -3.0931904   8.947162  ]
4481,[ -2.6632674   1.6530972 -18.45063    10.886201 ]
4482,[ 0.61557895 -0.319351   -3.0931904   8.947162  ]
4483,[  3.7661018 -12.135404  -11.054521    8.422123 ]
4484,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
4485,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
4486,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
4487,[  3.7661018 -12.135404  -11.054521    8.422123 ]
4488,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
4489,[-4.8662696 -0.59682   -7.8816795 18.318394 ]
4490,[-4.8662696 -0.59682   -7.8816795 18.318394 ]
4491,[-4.8662696 -0.59682   -7.8816795 18.318394 ]
4492,[-4.8662696 -0.59682   -7.8816795 18.318394 ]
4493,[ -0.1099531 -10.215543  -13.876679    9.401913 ]
4494,[ -0.1099531 -10.215543  -13.876679    9.401913 ]
4495,[ -3.045804   -2.6278117 -12.286877   12.208301 ]
4496,[ -3.045804   -2.6278117 -12.286877   12.208301 ]
4497,[ 3.7458124 -0.6057652 -7.623918  10.309574 ]
4498,[ 3.7458124 -0.6057652 -7.623918  10.309574 ]
4499,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4500,[ 0.61557895 -0.319351   -3.0931904   8.947162  ]
4501,[ -0.34001476  -4.048877   -12.666151    11.639465  ]
4502,[ -0.34001476  -4.048877   -12.666151    11.639465  ]
4503,[  1.7637935  -7.1838894 -12.099872    4.8516126]
4504,[  1.7637935  -7.1838894 -12.099872    4.8516126]
4505,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4506,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4507,[  1.7637935  -7.1838894 -12.099872    4.8516126]
4508,[  1.7637935  -7.1838894 -12.099872    4.8516126]
4509,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4510,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4511,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4512,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4513,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4514,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
4515,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
4516,[ 4.192824   -0.21549003 -5.321143   19.468807  ]
4517,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4518,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4519,[ -1.0667248   2.89386   -16.192      15.223728 ]
4520,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4521,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4522,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4523,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4524,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4525,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4526,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4527,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4528,[  7.4783626  -0.8151852 -11.696218   12.652735 ]
4529,[-6.348617   4.932143  -9.625047   7.5021715]
4530,[-6.348617   4.932143  -9.625047   7.5021715]
4531,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4532,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4533,[-5.0656233 -7.237841  -9.080285  13.62906  ]
4534,[-5.0656233 -7.237841  -9.080285  13.62906  ]
4535,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4536,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4537,[ -3.1929443  -2.7143998 -12.830558   12.466048 ]
4538,[ -3.1929443  -2.7143998 -12.830558   12.466048 ]
4539,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
4540,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
4541,[ 7.939931 -1.646586 -6.656557 13.075308]
4542,[ 7.939931 -1.646586 -6.656557 13.075308]
4543,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4544,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4545,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4546,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4547,[-6.348617   4.932143  -9.625047   7.5021715]
4548,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4549,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4550,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4551,[ 7.939931 -1.646586 -6.656557 13.075308]
4552,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4553,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4554,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4555,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4556,[ -0.34001476  -4.048877   -12.666151    11.639465  ]
4557,[-4.2929783  2.6437821 -5.07219   16.036623 ]
4558,[-8.285489  4.002625 -7.0648    9.550105]
4559,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4560,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4561,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4562,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4563,[  3.7661018 -12.135404  -11.054521    8.422123 ]
4564,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4565,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4566,[ -1.0667248   2.89386   -16.192      15.223728 ]
4567,[ -1.0667248   2.89386   -16.192      15.223728 ]
4568,[ -1.0667248   2.89386   -16.192      15.223728 ]
4569,[ -1.0667248   2.89386   -16.192      15.223728 ]
4570,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4571,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4572,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4573,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4574,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4575,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4576,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4577,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4578,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4579,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4580,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4581,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4582,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4583,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4584,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4585,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4586,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4587,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4588,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4589,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4590,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4591,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4592,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4593,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4594,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4595,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4596,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4597,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4598,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4599,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4600,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4601,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4602,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4603,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4604,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4605,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4606,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4607,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4608,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4609,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4610,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4611,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4612,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4613,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4614,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4615,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4616,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4617,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4618,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4619,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4620,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4621,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4622,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4623,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4624,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4625,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4626,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4627,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4628,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4629,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4630,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4631,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4632,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4633,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4634,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4635,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4636,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4637,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4638,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4639,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4640,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4641,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4642,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4643,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4644,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4645,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4646,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4647,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4648,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4649,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4650,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4651,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4652,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4653,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4654,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4655,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4656,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4657,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4658,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4659,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4660,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4661,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4662,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4663,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4664,[ -5.914035    -0.89804244 -14.207633    18.97123   ]
4665,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4666,[-5.2747884  5.678006  -9.009404  16.215416 ]
4667,[-8.579489   2.3254158 -9.707349   7.0578976]
4668,[ 4.0495796 -3.6529553 -2.7104058 12.521364 ]
4669,[ -5.1672597  -2.797984  -17.710592   11.148254 ]
4670,[  3.7661018 -12.135404  -11.054521    8.422123 ]
4671,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4672,[  3.7661018 -12.135404  -11.054521    8.422123 ]
4673,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4674,[-8.285489  4.002625 -7.0648    9.550105]
4675,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4676,[ -5.3567915  -9.892921  -17.8541      9.933311 ]
4677,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4678,[ -7.10844      0.07215974 -14.3294325    4.90706   ]
4679,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4680,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4681,[ -3.1929443  -2.7143998 -12.830558   12.466048 ]
4682,[ 3.7458124 -0.6057652 -7.623918  10.309574 ]
4683,[-0.32593238 -5.192604   -4.8804154   8.193493  ]
4684,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4685,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4686,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4687,[ -5.3567915  -9.892921  -17.8541      9.933311 ]
4688,[-4.2929783  2.6437821 -5.07219   16.036623 ]
4689,[-5.2747884  5.678006  -9.009404  16.215416 ]
4690,[-3.6415436 -1.8662196 -2.1582778  7.957313 ]
4691,[ -1.2012172  -6.8311934 -17.956364    9.983602 ]
4692,[-3.5718842  0.3158295 -9.099739   5.197341 ]
4693,[ -3.4545217   5.14447   -12.862743    8.74075  ]
4694,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4695,[-4.3653197  2.2251422 -6.158037   8.979199 ]
4696,[-8.285489  4.002625 -7.0648    9.550105]
4697,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4698,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4699,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4700,[ -1.2888736  -1.5246786 -15.706625   10.960189 ]
4701,[ -6.1827264  -4.4053993 -13.57642     8.614465 ]
4702,[ 3.7458124 -0.6057652 -7.623918  10.309574 ]
4703,[  7.9515915  -4.874186  -10.180444   10.610601 ]
4704,[ 0.61557895 -0.319351   -3.0931904   8.947162  ]
4705,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4706,[  3.7661018 -12.135404  -11.054521    8.422123 ]
4707,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4708,[-1.8063712 -5.10513   -2.1627297  6.84822  ]
4709,[-5.2747884  5.678006  -9.009404  16.215416 ]
4710,[ -3.1491334   3.8445044 -14.34125    12.995315 ]
4711,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4712,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4713,[-9.508319  -0.4008917 -8.624312  10.312655 ]
4714,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4715,[ 3.918083  -6.1012025 -6.482709   5.3941936]
4716,[ -5.3567915  -9.892921  -17.8541      9.933311 ]
4717,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4718,[ -0.34001476  -4.048877   -12.666151    11.639465  ]
4719,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4720,[-5.2747884  5.678006  -9.009404  16.215416 ]
4721,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4722,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
4723,[-8.285489  4.002625 -7.0648    9.550105]
4724,[ 0.7378013 -2.7703762 -1.0847621  9.344522 ]
4725,[ -0.1099531 -10.215543  -13.876679    9.401913 ]
4726,[ -2.6632674   1.6530972 -18.45063    10.886201 ]
4727,[-5.2747884  5.678006  -9.009404  16.215416 ]
4728,[ -6.1827264  -4.4053993 -13.57642     8.614465 ]
4729,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4730,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4731,[ 3.2527514  3.0557094 -9.351904  16.231386 ]
4732,[  5.386413   -2.8524148 -12.497684    8.698572 ]
4733,[ -3.0792406  -0.7867961 -16.067783    6.0078025]
4734,[-4.3653197  2.2251422 -6.158037   8.979199 ]
4735,[ 3.918083  -6.1012025 -6.482709   5.3941936]
